CustomerID,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Monthly_Charges_bin,Total_Charges_bin,Tenure_Months_bin
1237-WIYYZ,Los Angeles,90017,Female,Young,0,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,0,28,2386,Low,Low,12-24
1987-AUELQ,Los Angeles,90018,Female,Young,1,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,0,52,6334,Low,Mid,+25
7852-LECYP,Los Angeles,90019,Male,Senior,1,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,0,43,5870,Very High,Mid,12-24
4822-LPTYJ,Los Angeles,90021,Male,Young,1,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,0,45,4655,Very High,High,+25
8165-CBKXO,Los Angeles,90022,Male,Young,1,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,0,46,5748,Mid,High,+25
6527-PZFPV,Los Angeles,90023,Male,Young,1,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,0,48,4654,Low,Low,12-24
9593-CVZKR,Los Angeles,90025,Female,Young,1,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,0,52,5577,Low,Mid,+25
8595-SIZNC,Los Angeles,90026,Female,Senior,1,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,0,75,2628,Low,Low,12-24
5236-XMZJY,Los Angeles,90031,Female,Young,0,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,0,80,3048,Mid,Mid,+25
4827-DPADN,Los Angeles,90032,Female,Young,1,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,0,61,4505,High,High,+25
2694-CIUMO,Los Angeles,90033,Female,Young,0,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,0,62,3445,High,Mid,6-12
5846-ABOBJ,Los Angeles,90034,Male,Young,1,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,0,72,4766,Low,Mid,+25
1439-LCGVL,Los Angeles,90035,Female,Young,1,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,0,39,3656,Low,Low,+25
0909-SDHNU,Los Angeles,90036,Female,Young,0,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,0,56,4236,Low,Low,6-12
4647-XXZAM,Los Angeles,90037,Female,Young,1,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,0,51,5450,Mid,Low,3-6
7740-KKCXF,Los Angeles,90039,Male,Young,1,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,0,21,5045,Low,Mid,+25
5360-XGYAZ,Los Angeles,90040,Male,Young,1,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,0,47,4934,Mid,High,+25
3557-HTYWR,Los Angeles,90043,Female,Young,0,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,0,75,2831,High,High,+25
8920-NAVAY,Los Angeles,90045,Male,Senior,0,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,0,43,5166,Very High,High,+25
1699-TLDLZ,Los Angeles,90046,Female,Young,1,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,0,43,5293,Low,Low,12-24
5600-PDUJF,Los Angeles,90047,Male,Young,0,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,0,75,5552,Mid,Low,3-6
0567-XRHCU,Los Angeles,90049,Female,Young,1,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,0,73,4479,Mid,High,+25
2067-QYTCF,Los Angeles,90057,Female,Young,1,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,0,55,5455,Very High,High,+25
7407-SUJIZ,Los Angeles,90061,Male,Young,0,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,0,50,2305,Low,Low,+25
9150-KPBJQ,Los Angeles,90062,Female,Young,0,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,0,27,3945,Low,Low,3-6
0052-DCKON,Los Angeles,90063,Male,Young,1,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,0,42,5845,Very High,High,+25
3654-ARMGP,Los Angeles,90064,Female,Young,0,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,0,79,4730,High,High,+25
9699-UBQFS,Los Angeles,90065,Female,Senior,1,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,0,32,4745,Very High,High,+25
9367-TCUYN,Los Angeles,90066,Female,Young,0,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,0,32,5179,Low,Low,6-12
1261-FWTTE,Los Angeles,90067,Male,Senior,0,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,0,67,2307,Low,Mid,12-24
3528-HFRIQ,Los Angeles,90068,Male,Senior,1,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,0,51,5491,Mid,High,+25
0708-SJDIS,West Hollywood,90069,Female,Young,0,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,0,55,5567,Mid,Mid,+25
2073-QBVBI,Los Angeles,90077,Female,Young,1,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,0,80,2954,Low,Mid,+25
6928-ONTRW,Bell,90201,Female,Young,1,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,0,33,5451,Low,Mid,+25
3320-VEOYC,Beverly Hills,90210,Male,Senior,0,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,0,78,3502,Very High,Mid,12-24
5231-FIQPA,Beverly Hills,90211,Female,Young,0,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,0,40,3523,Low,Mid,+25
6617-WLBQC,Beverly Hills,90212,Female,Young,1,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,0,80,5939,High,Mid,12-24
2599-CIPQE,Compton,90220,Male,Young,1,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,0,61,5737,Very High,High,+25
8774-GSBUN,Compton,90222,Male,Young,1,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,0,46,6011,Low,Mid,+25
7326-RIGQZ,Culver City,90230,Male,Young,1,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,0,62,2651,Mid,Low,3-6
1401-FTHFQ,Culver City,90232,Male,Young,1,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,0,62,2170,Low,Low,12-24
0254-FNMCI,Downey,90241,Female,Young,0,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,0,37,5234,Very High,High,+25
1848-LBZHY,Downey,90242,Female,Young,1,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,0,42,2547,Mid,Low,6-12
8118-TJAFG,Gardena,90247,Male,Young,1,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,0,60,2757,Very High,Mid,6-12
5429-LWCMV,Gardena,90248,Female,Young,0,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,0,80,4041,High,Mid,6-12
7298-IZWLY,Gardena,90249,Female,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0,25,2742,Low,Low,0-3
9758-MFWGD,Hawthorne,90250,Female,Senior,1,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,0,49,2617,Low,Mid,+25
3955-JBZZM,Hermosa Beach,90254,Male,Young,0,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,0,80,2317,High,Mid,12-24
4815-TUMEQ,Lynwood,90262,Female,Young,0,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,0,38,4190,Low,Low,6-12
9909-IDLEK,Malibu,90265,Male,Young,1,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,0,26,3222,Very High,Mid,12-24
4092-OFQZS,Manhattan Beach,90266,Male,Young,1,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,0,40,4147,Low,Low,12-24
1561-BWHIN,Maywood,90270,Male,Young,1,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,0,27,4464,Low,Low,12-24
9927-DSWDF,Palos Verdes Peninsula,90274,Male,Young,1,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,0,68,2429,Very High,Mid,12-24
9500-LTVBP,Rancho Palos Verdes,90275,Female,Young,0,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,0,31,3999,High,High,+25
7252-NTGSS,Redondo Beach,90277,Female,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,0,48,4131,Mid,Low,0-3
8149-AIQCG,Redondo Beach,90278,Male,Young,0,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,0,62,3271,High,Mid,+25
1360-JYXKQ,South Gate,90280,Female,Senior,1,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,0,54,4118,Very High,High,+25
0899-WZRSD,Marina Del Rey,90292,Male,Young,0,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,0,31,5680,Very High,High,+25
3255-GRXMG,Playa Del Rey,90293,Male,Young,0,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,0,75,4403,Mid,Mid,12-24
4828-FAZPK,Inglewood,90301,Female,Young,1,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,0,65,3855,High,Mid,12-24
6094-ZIVKX,Inglewood,90302,Female,Young,0,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,0,45,6309,Mid,High,+25
6925-BAYGL,Inglewood,90303,Female,Senior,1,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,0,70,5295,Low,Mid,+25
3262-EIDHV,Inglewood,90304,Female,Young,1,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,0,49,6375,High,High,+25
7354-OIJLX,Inglewood,90305,Male,Young,0,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,0,70,5212,High,Mid,6-12
1376-HHBDV,Santa Monica,90401,Female,Young,0,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,0,71,4864,Mid,Mid,+25
6133-OZILE,Santa Monica,90403,Female,Young,0,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,0,32,5381,Low,Low,12-24
4135-FRWKJ,Santa Monica,90404,Female,Senior,1,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,0,42,4319,High,High,+25
6551-ZCOTS,Torrance,90503,Male,Senior,0,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,0,52,5756,Low,Mid,+25
7191-ADRGF,Torrance,90504,Male,Young,1,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,0,64,3222,Mid,Mid,+25
5018-LXQQG,Torrance,90505,Female,Young,1,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,0,80,4631,Mid,Mid,+25
6892-BOGQE,Whittier,90601,Female,Young,1,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,0,53,4030,Low,Mid,+25
1746-TGTWV,Whittier,90604,Male,Young,1,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,0,70,3514,High,Low,0-3
5995-SNNEW,Whittier,90605,Male,Senior,1,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,0,37,5883,Very High,Mid,12-24
8050-WYBND,Whittier,90606,Female,Young,0,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,0,28,5941,Mid,Mid,12-24
2821-WARNZ,Buena Park,90620,Female,Young,0,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,0,34,4170,Low,Mid,+25
4879-GZLFH,Buena Park,90621,Female,Young,1,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,0,33,5697,Very High,High,+25
8314-HTWVE,Cypress,90630,Female,Young,1,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,0,60,3973,Low,Low,6-12
9402-ROUMJ,La Habra,90631,Female,Young,1,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,0,64,5588,Very High,High,+25
2507-QZPQS,La Mirada,90638,Male,Young,0,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,0,23,4999,Very High,Mid,12-24
7159-NOKYQ,Montebello,90640,Male,Young,1,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,0,59,4001,Very High,High,+25
5707-ZMDJP,Norwalk,90650,Male,Young,1,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,0,27,4590,Mid,High,+25
8779-YIQQA,Pico Rivera,90660,Male,Young,1,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,0,47,3243,Low,Low,12-24
7136-IHZJA,Santa Fe Springs,90670,Female,Young,1,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,0,43,5807,High,High,+25
8966-OIQHG,Stanton,90680,Female,Young,1,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,0,59,2258,Low,Low,12-24
7074-STDCN,Artesia,90701,Male,Young,0,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,0,58,4436,Mid,Mid,+25
8739-QOTTN,Avalon,90704,Female,Young,1,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,0,74,5761,Low,Low,0-3
1399-OUPJN,Bellflower,90706,Female,Young,1,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,0,80,4235,Low,Mid,+25
0277-BKSQP,Harbor City,90710,Male,Young,1,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,0,62,4854,Mid,Low,6-12
5774-XZTQC,Lakewood,90715,Female,Young,1,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,0,75,4484,Low,Low,6-12
2676-SSLTO,Hawaiian Gardens,90716,Male,Young,0,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,0,33,6138,Mid,High,+25
6266-QHOJZ,Lomita,90717,Female,Young,0,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,0,77,6421,High,High,+25
7269-JISCY,Los Alamitos,90720,Female,Young,0,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,0,39,4055,Mid,Mid,+25
0363-SVHYR,Paramount,90723,Male,Young,1,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,0,60,6452,High,High,+25
8547-NSBBO,San Pedro,90731,Male,Young,0,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,0,37,5154,Very High,High,+25
6591-QGOYB,Surfside,90743,Male,Young,0,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,0,25,2754,Very High,Mid,12-24
9070-BCKQP,Wilmington,90744,Female,Young,1,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,0,21,4498,Very High,High,+25
6421-SZVEM,Carson,90745,Female,Young,1,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,0,75,5802,High,Mid,+25
1328-EUZHC,Carson,90746,Female,Young,1,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,0,30,4329,Low,Low,12-24
8878-RYUKI,Long Beach,90803,Female,Young,0,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,0,40,6107,Mid,High,+25
9633-DENPU,Long Beach,90804,Female,Young,1,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,0,33,2613,Mid,Mid,+25
7811-JIVPF,Long Beach,90805,Female,Young,0,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,0,47,4790,Mid,Mid,12-24
7113-HIPFI,Long Beach,90806,Male,Young,1,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,0,53,5500,Mid,High,+25
8541-QVFKM,Long Beach,90807,Female,Young,0,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,0,61,5777,High,Low,6-12
9258-CNWAC,Long Beach,90813,Female,Young,1,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,0,27,6208,Very High,High,+25
5371-VYLSX,Long Beach,90814,Female,Senior,0,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,0,68,4977,High,High,+25
6374-AFWOX,Long Beach,90815,Male,Young,1,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,0,79,2680,Mid,High,+25
5317-FLPJF,Altadena,91001,Female,Young,0,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,0,67,4824,Mid,High,+25
7621-VPNET,Arcadia,91006,Female,Young,1,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,0,25,2219,High,High,+25
6034-YMTOB,Arcadia,91007,Female,Young,0,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,0,40,2296,High,Low,3-6
4903-CNOZC,La Canada Flintridge,91011,Male,Young,0,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,0,29,2064,High,Mid,+25
4353-HYOJD,Monrovia,91016,Female,Young,1,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,0,75,5580,Mid,Mid,+25
7267-FRMJW,Sierra Madre,91024,Female,Young,1,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,0,46,5306,Low,Low,+25
4188-FRABG,Sunland,91040,Male,Young,1,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,0,22,5586,Very High,High,+25
4128-ETESU,Pasadena,91101,Female,Senior,1,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,0,67,4787,Very High,High,+25
0620-DLSLK,Pasadena,91103,Female,Young,0,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,0,71,2054,High,Mid,12-24
3850-OKINF,Pasadena,91106,Male,Young,1,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,0,62,4756,Mid,High,+25
1156-ZFYDO,Glendale,91201,Female,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,0,38,3666,Low,Low,0-3
3295-YVUSR,Glendale,91202,Male,Senior,0,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,0,47,5098,High,Low,0-3
8016-NCFVO,Glendale,91203,Male,Senior,0,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,0,58,4222,Very High,High,+25
4119-ZYPZY,Glendale,91204,Male,Senior,0,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,0,28,6423,Very High,High,+25
5549-ZGHFB,Glendale,91205,Male,Young,1,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,0,57,6019,Low,Mid,+25
7577-SWIFR,Glendale,91206,Male,Young,0,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,0,28,5579,High,Low,0-3
0303-WMMRN,Glendale,91207,Male,Young,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,0,27,3056,Low,Low,3-6
6408-OTUBZ,Glendale,91208,Female,Young,0,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,0,53,4494,Very High,High,+25
5204-HMGYF,La Crescenta,91214,Female,Young,1,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,0,68,4567,High,High,+25
1078-TDCRN,Agoura Hills,91301,Female,Senior,1,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,0,27,4133,Low,Low,0-3
3727-OVPRY,Calabasas,91302,Male,Young,1,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,0,43,5517,Low,Mid,+25
3797-FKOGQ,Canoga Park,91303,Male,Young,0,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,0,41,3157,High,Mid,6-12
7622-NXQZR,Canoga Park,91304,Male,Young,0,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,0,31,2653,Low,Mid,+25
6196-HBOBZ,Winnetka,91306,Male,Young,1,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,0,80,6300,Very High,High,+25
3970-XGJDU,West Hills,91307,Female,Young,0,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,0,64,4937,Low,Mid,+25
